process_date,Area,Cadena,despegar_hotel_id,eecc,Nombre_Hotel,hotel_country,PoS,check_in,check_out,los,adults,children,BML_buyers,currency,agency_name,VarBuyers,price_despegar (USD),buyers_best_price_competitor_total (USD),competitors_Min_Rate (USD),no_buyers_best_price_competitor_total (USD)
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,24/01/2026,31/01/2026,7,2,0,Beat,USD,VacationDeals,-1.59%,2302.0,2265.0,2152.0,2605.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,11/07/2026,15/07/2026,4,3,0,Meet,USD,TravelCorp,4.46%,1608.0,1680.0,1596.0,1932.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,CL,01/04/2026,04/04/2026,3,2,1,Meet,USD,WanderlustCo,4.46%,541.0,566.0,537.0,650.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,17/12/2026,22/12/2026,5,2,0,Lose,USD,WanderlustCo,11.05%,1879.0,2087.0,1982.0,2400.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,CL,30/06/2026,04/07/2026,4,1,0,Meet,USD,WanderlustCo,4.87%,2199.0,2307.0,2191.0,2652.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,23/09/2026,07/10/2026,14,1,0,Lose,USD,GlobalTravel,8.49%,3459.0,3753.0,3565.0,4316.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,04/12/2026,09/12/2026,5,4,1,Beat,USD,TravelCorp,-2.71%,2633.0,2562.0,2434.0,2946.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,13/09/2026,17/09/2026,4,2,0,Lose,USD,BookingPro,8.37%,1005.0,1089.0,1035.0,1252.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,CL,02/06/2026,06/06/2026,4,2,0,Lose,USD,WanderlustCo,5.60%,1895.0,2002.0,1902.0,2302.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,16/02/2026,19/02/2026,3,1,0,Beat,USD,TravelCorp,-0.68%,690.0,686.0,651.0,789.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,18/12/2026,20/12/2026,2,2,1,Meet,USD,TravelCorp,4.00%,711.0,740.0,703.0,851.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,03/06/2026,07/06/2026,4,2,0,Beat,USD,TravelCorp,-2.15%,1418.0,1388.0,1318.0,1596.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,30/10/2026,03/11/2026,4,2,0,Beat,USD,GlobalTravel,-2.97%,1159.0,1125.0,1068.0,1293.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,08/12/2026,12/12/2026,4,3,0,Lose,USD,BookingPro,14.28%,1654.0,1891.0,1796.0,2174.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,30/04/2026,02/05/2026,2,1,0,Beat,USD,TripMaster,-2.68%,414.0,403.0,383.0,464.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,17/04/2026,21/04/2026,4,3,0,Lose,USD,TripMaster,14.41%,1282.0,1467.0,1394.0,1687.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,17/04/2026,01/05/2026,14,2,0,Beat,USD,GlobalTravel,-1.11%,2921.0,2888.0,2744.0,3322.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,19/04/2026,23/04/2026,4,2,2,Lose,USD,VacationDeals,11.34%,1099.0,1224.0,1163.0,1407.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,CL,03/01/2026,10/01/2026,7,2,0,Lose,USD,VacationDeals,5.86%,2447.0,2591.0,2461.0,2979.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,18/01/2026,28/01/2026,10,2,0,Beat,USD,TravelCorp,-4.31%,4853.0,4644.0,4412.0,5340.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,02/08/2026,12/08/2026,10,2,0,Lose,USD,TravelCorp,7.12%,4516.0,4837.0,4595.0,5562.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,MX,10/06/2026,14/06/2026,4,2,1,Beat,USD,GlobalTravel,-2.81%,1360.0,1322.0,1256.0,1520.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,12/10/2026,16/10/2026,4,3,1,Lose,USD,WanderlustCo,9.68%,762.0,836.0,794.0,962.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,CL,01/07/2026,06/07/2026,5,2,0,Lose,USD,VacationDeals,10.87%,1539.0,1706.0,1621.0,1962.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,AR,19/05/2026,22/05/2026,3,4,0,Lose,USD,TripMaster,10.07%,541.0,596.0,566.0,685.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,22/12/2026,27/12/2026,5,3,1,Lose,USD,TripMaster,5.98%,1967.0,2085.0,1980.0,2397.0
01/01/2025,Demo Region,Demo Chain Group,999991,demo.user1@example.com,Hotel Paradise Resort,DM,BR,22/05/2026,27/05/2026,5,2,0,Meet,USD,BookingPro,4.57%,986.0,1031.0,979.0,1185.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,26/04/2026,01/05/2026,5,2,0,Meet,USD,TravelCorp,1.43%,1562.0,1584.0,1505.0,1821.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,30/01/2026,03/02/2026,4,2,0,Lose,USD,TripMaster,6.72%,1856.0,1981.0,1882.0,2278.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,26/02/2026,03/03/2026,5,2,0,Lose,USD,TripMaster,10.51%,1449.0,1601.0,1521.0,1841.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,13/12/2026,17/12/2026,4,2,0,Meet,USD,TravelCorp,0.52%,1142.0,1148.0,1091.0,1320.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,25/05/2026,27/05/2026,2,3,0,Lose,USD,TripMaster,6.30%,781.0,830.0,789.0,955.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,04/08/2026,09/08/2026,5,3,2,Lose,USD,BookingPro,13.60%,2360.0,2681.0,2547.0,3084.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,18/07/2026,21/07/2026,3,2,1,Lose,USD,BookingPro,10.64%,1076.0,1191.0,1131.0,1370.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,11/01/2026,14/01/2026,3,2,0,Lose,USD,BookingPro,11.44%,1433.0,1597.0,1517.0,1837.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,02/08/2026,05/08/2026,3,2,0,Beat,USD,TripMaster,-2.49%,1422.0,1387.0,1318.0,1595.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,16/02/2026,02/03/2026,14,1,0,Beat,USD,GlobalTravel,-2.77%,4945.0,4808.0,4568.0,5529.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,19/04/2026,22/04/2026,3,3,0,Meet,USD,TripMaster,1.60%,893.0,907.0,862.0,1043.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,12/04/2026,14/04/2026,2,2,2,Beat,USD,WanderlustCo,-2.37%,752.0,734.0,697.0,844.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,05/01/2026,07/01/2026,2,3,1,Meet,USD,GlobalTravel,2.43%,792.0,811.0,771.0,933.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,31/07/2026,05/08/2026,5,4,1,Lose,USD,TravelCorp,12.99%,2755.0,3113.0,2957.0,3580.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,06/11/2026,16/11/2026,10,2,0,Lose,USD,VacationDeals,14.83%,3745.0,4300.0,4085.0,4945.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,26/10/2026,05/11/2026,10,1,0,Meet,USD,GlobalTravel,0.52%,2650.0,2664.0,2531.0,3064.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,24/02/2026,28/02/2026,4,3,0,Lose,USD,WanderlustCo,12.80%,1625.0,1833.0,1741.0,2108.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,13/01/2026,15/01/2026,2,1,0,Lose,USD,GlobalTravel,13.98%,912.0,1040.0,988.0,1196.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,06/01/2026,11/01/2026,5,3,1,Beat,USD,TravelCorp,-4.00%,1733.0,1664.0,1580.0,1913.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,14/11/2026,28/11/2026,14,3,1,Lose,USD,TravelCorp,14.06%,6173.0,7041.0,6689.0,8097.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,10/10/2026,13/10/2026,3,2,2,Lose,USD,TravelCorp,13.16%,808.0,914.0,868.0,1051.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,15/11/2026,25/11/2026,10,2,2,Meet,USD,VacationDeals,4.16%,2572.0,2679.0,2545.0,3081.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,10/09/2026,20/09/2026,10,3,1,Lose,USD,TripMaster,7.69%,4121.0,4438.0,4216.0,5104.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,14/08/2026,17/08/2026,3,2,1,Meet,USD,BookingPro,2.96%,1139.0,1173.0,1114.0,1349.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,30/03/2026,13/04/2026,14,1,1,Meet,USD,BookingPro,0.51%,4344.0,4366.0,4148.0,5021.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,07/12/2026,21/12/2026,14,2,0,Beat,USD,GlobalTravel,-0.58%,8733.0,8682.0,8248.0,9985.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,07/04/2026,09/04/2026,2,2,1,Meet,USD,VacationDeals,1.53%,877.0,891.0,846.0,1024.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,28/08/2026,31/08/2026,3,2,2,Lose,USD,VacationDeals,6.82%,1239.0,1324.0,1257.0,1522.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,08/10/2026,13/10/2026,5,1,0,Lose,USD,TripMaster,11.72%,1440.0,1608.0,1528.0,1849.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,08/03/2026,13/03/2026,5,3,0,Meet,USD,WanderlustCo,2.84%,2107.0,2167.0,2059.0,2492.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,29/07/2026,02/08/2026,4,2,0,Beat,USD,TripMaster,-4.97%,2068.0,1965.0,1867.0,2260.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,23/01/2026,02/02/2026,10,2,0,Meet,USD,WanderlustCo,0.43%,5611.0,5635.0,5354.0,6481.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,12/10/2026,16/10/2026,4,4,0,Lose,USD,BookingPro,10.08%,1581.0,1741.0,1654.0,2002.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,21/12/2026,28/12/2026,7,2,2,Lose,USD,VacationDeals,5.28%,2482.0,2613.0,2482.0,3004.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,14/06/2026,18/06/2026,4,3,1,Meet,USD,VacationDeals,1.89%,2629.0,2679.0,2545.0,3081.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,17/04/2026,19/04/2026,2,1,0,Lose,USD,TravelCorp,13.94%,512.0,584.0,555.0,671.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,08/11/2026,12/11/2026,4,2,1,Lose,USD,GlobalTravel,7.32%,1234.0,1324.0,1258.0,1522.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,30/11/2026,02/12/2026,2,2,0,Lose,USD,WanderlustCo,12.25%,686.0,770.0,731.0,885.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,07/11/2026,12/11/2026,5,2,0,Lose,USD,WanderlustCo,10.93%,1281.0,1421.0,1350.0,1634.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,04/05/2026,09/05/2026,5,2,1,Meet,USD,VacationDeals,2.81%,1114.0,1145.0,1088.0,1317.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,17/01/2026,21/01/2026,4,3,0,Beat,USD,TripMaster,-3.56%,2309.0,2227.0,2115.0,2561.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,05/10/2026,19/10/2026,14,3,1,Meet,USD,TravelCorp,0.53%,5595.0,5624.0,5343.0,6468.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,05/08/2026,19/08/2026,14,1,0,Beat,USD,BookingPro,-3.52%,9382.0,9052.0,8599.0,10409.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,16/08/2026,20/08/2026,4,2,0,Meet,USD,TripMaster,3.61%,1880.0,1947.0,1850.0,2240.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,20/11/2026,22/11/2026,2,2,0,Meet,USD,TripMaster,1.26%,612.0,619.0,588.0,712.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,03/09/2026,05/09/2026,2,2,0,Lose,USD,WanderlustCo,6.75%,722.0,770.0,732.0,886.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,23/08/2026,28/08/2026,5,2,0,Lose,USD,WanderlustCo,9.79%,2184.0,2398.0,2278.0,2758.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,01/04/2026,04/04/2026,3,1,0,Lose,USD,BookingPro,5.25%,1176.0,1238.0,1176.0,1424.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,19/04/2026,03/05/2026,14,2,0,Lose,USD,TravelCorp,9.77%,5337.0,5858.0,5566.0,6737.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,02/12/2026,05/12/2026,3,2,0,Meet,USD,WanderlustCo,1.66%,1390.0,1413.0,1343.0,1625.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,19/09/2026,23/09/2026,4,2,0,Beat,USD,TravelCorp,-3.63%,1246.0,1200.0,1140.0,1380.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,05/12/2026,15/12/2026,10,2,0,Lose,USD,TripMaster,12.47%,4409.0,4959.0,4711.0,5703.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,03/07/2026,10/07/2026,7,2,0,Meet,USD,GlobalTravel,1.02%,3400.0,3434.0,3263.0,3949.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,05/12/2026,09/12/2026,4,1,0,Beat,USD,TripMaster,-3.59%,1991.0,1920.0,1824.0,2207.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,06/11/2026,11/11/2026,5,3,1,Lose,USD,GlobalTravel,6.07%,1227.0,1301.0,1236.0,1497.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,24/06/2026,29/06/2026,5,1,1,Lose,USD,TravelCorp,13.82%,2027.0,2307.0,2192.0,2654.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,07/11/2026,10/11/2026,3,2,0,Beat,USD,GlobalTravel,-4.73%,794.0,756.0,718.0,870.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,12/05/2026,16/05/2026,4,2,1,Lose,USD,WanderlustCo,10.79%,1330.0,1474.0,1400.0,1695.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,09/06/2026,13/06/2026,4,2,0,Lose,USD,WanderlustCo,7.16%,2556.0,2739.0,2602.0,3150.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,12/07/2026,15/07/2026,3,2,1,Lose,USD,GlobalTravel,9.04%,2169.0,2365.0,2247.0,2720.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,20/10/2026,24/10/2026,4,2,1,Beat,USD,TravelCorp,-2.14%,1370.0,1341.0,1274.0,1542.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,23/01/2026,26/01/2026,3,2,1,Meet,USD,GlobalTravel,3.16%,1621.0,1672.0,1588.0,1923.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,26/04/2026,29/04/2026,3,2,1,Lose,USD,GlobalTravel,10.83%,1141.0,1265.0,1201.0,1454.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,15/02/2026,18/02/2026,3,3,1,Beat,USD,WanderlustCo,-0.84%,712.0,706.0,671.0,812.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,29/11/2026,03/12/2026,4,2,2,Beat,USD,VacationDeals,-0.37%,1476.0,1471.0,1397.0,1692.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,25/11/2026,27/11/2026,2,2,0,Lose,USD,VacationDeals,8.13%,720.0,778.0,740.0,895.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,14/05/2026,18/05/2026,4,3,1,Meet,USD,GlobalTravel,3.52%,1461.0,1513.0,1437.0,1740.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,31/03/2026,04/04/2026,4,2,0,Beat,USD,GlobalTravel,-1.10%,893.0,884.0,839.0,1016.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,26/11/2026,29/11/2026,3,2,0,Meet,USD,VacationDeals,4.48%,1194.0,1248.0,1185.0,1435.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,24/07/2026,27/07/2026,3,2,0,Lose,USD,TripMaster,6.69%,1241.0,1324.0,1257.0,1522.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,28/02/2026,04/03/2026,4,2,2,Meet,USD,TripMaster,1.49%,1385.0,1406.0,1336.0,1617.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,20/11/2026,24/11/2026,4,2,0,Lose,USD,GlobalTravel,10.73%,938.0,1039.0,987.0,1195.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,10/11/2026,15/11/2026,5,2,0,Beat,USD,WanderlustCo,-4.22%,1404.0,1344.0,1277.0,1546.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,29/06/2026,03/07/2026,4,2,0,Lose,USD,TripMaster,14.35%,2081.0,2380.0,2261.0,2737.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,24/09/2026,04/10/2026,10,3,1,Beat,USD,VacationDeals,-2.40%,2213.0,2160.0,2052.0,2484.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,20/12/2026,27/12/2026,7,2,0,Lose,USD,BookingPro,11.74%,2499.0,2792.0,2653.0,3211.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,13/03/2026,18/03/2026,5,2,1,Beat,USD,TripMaster,-2.23%,1768.0,1729.0,1642.0,1988.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,17/02/2026,22/02/2026,5,3,0,Lose,USD,BookingPro,7.99%,1811.0,1956.0,1858.0,2249.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,02/10/2026,07/10/2026,5,2,0,Lose,USD,TravelCorp,7.63%,1876.0,2019.0,1918.0,2322.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,31/07/2026,05/08/2026,5,4,0,Meet,USD,WanderlustCo,4.06%,3034.0,3157.0,2999.0,3630.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,03/06/2026,05/06/2026,2,2,0,Meet,USD,BookingPro,3.04%,968.0,998.0,948.0,1148.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,21/10/2026,26/10/2026,5,2,2,Beat,USD,TripMaster,-0.38%,1782.0,1775.0,1686.0,2041.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,27/03/2026,03/04/2026,7,3,0,Lose,USD,VacationDeals,12.69%,2929.0,3301.0,3136.0,3796.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,17/08/2026,20/08/2026,3,2,0,Meet,USD,BookingPro,2.92%,1589.0,1635.0,1553.0,1880.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,19/02/2026,01/03/2026,10,1,0,Meet,USD,GlobalTravel,3.77%,2685.0,2786.0,2647.0,3204.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,US,27/02/2026,06/03/2026,7,4,0,Lose,USD,TripMaster,11.53%,2825.0,3151.0,2994.0,3624.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,03/10/2026,08/10/2026,5,1,0,Meet,USD,VacationDeals,4.69%,1269.0,1328.0,1262.0,1528.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,07/12/2026,12/12/2026,5,3,0,Meet,USD,BookingPro,4.19%,2101.0,2189.0,2079.0,2517.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,14/04/2026,21/04/2026,7,1,0,Meet,USD,GlobalTravel,1.28%,2707.0,2742.0,2605.0,3153.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,28/07/2026,11/08/2026,14,3,0,Beat,USD,TripMaster,-2.66%,7425.0,7228.0,6866.0,8312.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,25/09/2026,29/09/2026,4,2,2,Lose,USD,TravelCorp,7.89%,1632.0,1761.0,1673.0,2026.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,25/07/2026,30/07/2026,5,2,0,Lose,USD,WanderlustCo,13.54%,1769.0,2009.0,1908.0,2310.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,07/07/2026,10/07/2026,3,2,1,Beat,USD,WanderlustCo,-4.50%,1291.0,1233.0,1171.0,1418.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,01/12/2026,05/12/2026,4,2,0,Meet,USD,GlobalTravel,4.17%,1877.0,1955.0,1857.0,2248.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,15/08/2026,17/08/2026,2,2,2,Lose,USD,BookingPro,10.21%,850.0,936.0,889.0,1077.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,02/04/2026,09/04/2026,7,2,1,Beat,USD,TravelCorp,-0.91%,2145.0,2126.0,2019.0,2444.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,02/11/2026,06/11/2026,4,2,2,Lose,USD,TravelCorp,13.57%,1341.0,1523.0,1447.0,1752.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,02/06/2026,09/06/2026,7,3,0,Meet,USD,WanderlustCo,2.60%,2986.0,3064.0,2910.0,3523.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,CO,06/12/2026,08/12/2026,2,2,0,Beat,USD,WanderlustCo,-4.62%,863.0,823.0,782.0,946.0
01/01/2025,Demo Region,Demo Chain Group,999992,demo.user2@example.com,Ocean View Grand,DM,MX,28/09/2026,30/09/2026,2,2,0,Lose,USD,TripMaster,8.07%,593.0,641.0,609.0,737.0
